"text" "favorited" "favoriteCount" "replyToSN" "created" "truncated" "replyToSID" "id" "replyToUID" "statusSource" "screenName" "retweetCount" "isRetweet" "retweeted" "longitude" "latitude"
"Acrylic Flower Clutches Purse https://t.co/4lbUb2qhUH 36.64
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:51:37 FALSE NA "1444691618091585541" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "hoekjae4" 2556 TRUE FALSE NA NA
"RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…" FALSE 0 NA 2021-10-03 15:51:37 FALSE NA "1444691617416421377" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "w2wcookie" 1128 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:51:33 FALSE NA "1444691600567783424" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "AzarPort" 2556 TRUE FALSE NA NA
"RT @drewsboxx: your bills watching you while youre shopping online

#CatsOfTwitter #cats https://t.co/AzR4ztjNlp" FALSE 0 NA 2021-10-03 15:51:08 FALSE NA "1444691496918212614" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "WildChi59969658" 2 TRUE FALSE NA NA
"RT @LovesVintage43: October styles created by me, more available in store <U+0001F408><U+200D><U+2B1B><U+0001F383><U+0001F31C> #MHHSBD #QueenOf #TheCraftersUK #UKMakers #CraftBizParty #U…" FALSE 0 NA 2021-10-03 15:51:02 FALSE NA "1444691471177760775" NA "<a href=\"http://facebook.com/onlinecrafters\" rel=\"nofollow\">#OnlineCraft</a>" "online_craft" 30 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:50:55 FALSE NA "1444691443008905217" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "just_peth" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:50:53 FALSE NA "1444691434561359881" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "atnadamaka" 2556 TRUE FALSE NA NA
"RT @Chaka_the__zulu: @ZainabMosunmola Nothing beats going to physically get it, too many uncertainties online shopping" FALSE 0 NA 2021-10-03 15:50:42 FALSE NA "1444691388688441357" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "ZainabMosunmola" 1 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:50:41 FALSE NA "1444691384468901892" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "LalaquaDarkness" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:50:34 FALSE NA "1444691352550248452" NA "<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>" "CosDay_Pelagir" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:50:25 FALSE NA "1444691317720768518" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "RevolverHgc" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:50:13 FALSE NA "1444691266395066374" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "lesliefjkf" 2556 TRUE FALSE NA NA
"@abdullah_0mar Barely indulge in online shopping 

Prefer the ol' way" FALSE 0 "abdullah_0mar" 2021-10-03 15:50:10 FALSE "1444597308855779333" "1444691251526176768" "552842384" "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "ToofaniDevi" 0 FALSE FALSE NA NA
"For those who prefer online shopping to watching the game, be sure that your purchases are protected. CardNav is be… https://t.co/fPnUQ5osE1" FALSE 0 NA 2021-10-03 15:50:01 TRUE NA "1444691214008295426" NA "<a href=\"https://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>" "global_cu" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:49:55 FALSE NA "1444691190419378180" NA "<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>" "karnInwza" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:49:53 FALSE NA "1444691183549263875" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "kaeyafrost" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:49:48 FALSE NA "1444691160337846273" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "renhyunsoo" 2556 TRUE FALSE NA NA
"@Flipkart Delivery guys are very committed… Recently… You are the first choice of my online shopping instead other… https://t.co/uFMHYNrunc" FALSE 0 "Flipkart" 2021-10-03 15:49:43 TRUE NA "1444691141819965444" "57947109" "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "rkrammohan" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:49:35 FALSE NA "1444691104452861957" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "White_Sun" 2556 TRUE FALSE NA NA
"@Nidarosis Relatable, I would do online shopping, but I hate taking the second guess - especially with clothing and… https://t.co/RGwQi8ejl4" FALSE 1 "Nidarosis" 2021-10-03 15:49:32 TRUE "1444684468464361472" "1444691093656846344" "943276439671115781" "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Aetherwyvern" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:49:31 FALSE NA "1444691089953275911" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "EssieWoods56" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:49:12 FALSE NA "1444691008525062152" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Lassharleymari1" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:49:10 FALSE NA "1444691002669690884" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "freedom_sworn" 2556 TRUE FALSE NA NA
"The Beats Studio Buds are on sale for $125 right now on Amazon - Yahoo: The online retailer has the wireless earbud… https://t.co/DYqhCO5hxy" FALSE 0 NA 2021-10-03 15:49:09 TRUE NA "1444690996772491264" NA "<a href=\"https://dlvrit.com/\" rel=\"nofollow\">dlvr.it</a>" "Exetlos_GDA" 0 FALSE FALSE NA NA
"RT @SBICard_Connect: Shopping for a new phone? 

Get a dumdaar upgrade on your smartphone with a #DumdaarDus Cashback up to <U+20B9>10,000 on onli…" FALSE 0 NA 2021-10-03 15:48:59 FALSE NA "1444690955538370561" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "ZiyaulM64332949" 1 TRUE FALSE NA NA
"@iamtheophilip @cctv_idiots Haha, nowadays online shopping is my fav hobby." FALSE 0 "iamtheophilip" 2021-10-03 15:48:18 FALSE "1444690449638301698" "1444690785060937731" "1178319754353872897" "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "iSaadiaSheikh" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:48:15 FALSE NA "1444690770125070342" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Candy_Pearl16" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:48:08 FALSE NA "1444690742337810436" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "nixisferal" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:47:53 FALSE NA "1444690680144596997" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "lolwqx" 2556 TRUE FALSE NA NA
"<U+2757>Under Desk Mini Exercise Bike<U+0001F525> ***USE CODE: 50HGR814
<U+0001F60E> Did you snag this deal ?
<U+0001F31F><U+0001F31F><U+0001F31F> SHOP DEALS <U+0001F449>… https://t.co/AuUSahypL6" FALSE 1 NA 2021-10-03 15:47:44 TRUE NA "1444690640911192066" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "PerfectGoods2" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:47:39 FALSE NA "1444690620111482887" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "samnathaniella" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:47:12 FALSE NA "1444690506424979462" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "jaegerzekee" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:46:55 FALSE NA "1444690434995867653" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "inkmyu" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:46:46 FALSE NA "1444690398656405506" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "milkmochiiii" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:46:43 FALSE NA "1444690385008140289" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "choisanitizer" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:46:41 FALSE NA "1444690378137944066" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Fan27Sou" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:46:35 FALSE NA "1444690351931867136" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "ProxyYods" 2556 TRUE FALSE NA NA
"RT @TCCGifts: Our online sale ends tomorrow! Until then, you can still get this fab wolf ashcatcher reduced by 20%!
https://t.co/sQTiIPaGXN…" FALSE 0 NA 2021-10-03 15:46:28 FALSE NA "1444690320877363204" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Yeaceelovesdogs" 19 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:46:23 FALSE NA "1444690302451666948" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "chaeneol97" 2556 TRUE FALSE NA NA
"RT @GenshinUpdate: You can now pre-order the Genshin Impact online concert gift box!

<U+0001F5D3> Duration: October 4 12:00 – October 30 23:59 (UTC+8…" FALSE 0 NA 2021-10-03 15:46:06 FALSE NA "1444690231031066630" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "luismartinpbarr" 10 TRUE FALSE NA NA
"RT @gsrescueelite: Katie is reminding everyone who shops online to use Easy Fundraising and Amazon Smile as a % of your sale is donated to…" FALSE 0 NA 2021-10-03 15:46:04 FALSE NA "1444690219945635842" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "LeeB155" 26 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:45:54 FALSE NA "1444690179311214592" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "maskedtyrian" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:45:19 FALSE NA "1444690033726922755" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Miluiel1" 2556 TRUE FALSE NA NA
"#nowplaying : Yummy by @JustinBieber Listen online at https://t.co/T7Sx1Ck34v ...The Best Mix in Mainstream and Ind… https://t.co/dEMskGqnIj" FALSE 0 NA 2021-10-03 15:45:13 TRUE NA "1444690007235731472" NA "<a href=\"https://www.autopo.st\" rel=\"nofollow\">autopo.st - platinumvibes8</a>" "platinumvibes8" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:45:10 FALSE NA "1444689996351373315" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "nnyfrhna_" 2556 TRUE FALSE NA NA
"<U+2757>78% OFF <U+0001F525> 
<U+0001F60E> Did you snag this deal ?
<U+0001F31F><U+0001F31F><U+0001F31F> SHOP DEALS <U+0001F449> https://t.co/g7GjuLq2QC
DEAL MIGHT EXPIRE ANYTIME. #ad… https://t.co/uTdIJjwxur" FALSE 1 NA 2021-10-03 15:45:08 TRUE NA "1444689987774160899" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "PerfectGoods2" 0 FALSE FALSE NA NA
"RT @barbiesway: Drugs•Alcohol•Food•$pending•Gaming•Porn
#Addicts ALL have a story
#Amazon https://t.co/gfUKHwVLuJ
Love, online sex/porn, &amp;…" FALSE 0 NA 2021-10-03 15:45:01 FALSE NA "1444689958430781449" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "neleti_com" 32 TRUE FALSE NA NA
"rejecting modernity (impulse shopping online), embracing tradition (impulse buying a bunch of crochet patterns i dont know how to read yet)" FALSE 8 NA 2021-10-03 15:44:52 FALSE NA "1444689921411715082" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "encarta94" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:44:47 FALSE NA "1444689899773480960" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "RosesXLilies97" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:44:30 FALSE NA "1444689827488624644" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "_jyrngf" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:44:29 FALSE NA "1444689822111592450" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Mizuazura" 2556 TRUE FALSE NA NA
"@ExPurplePotato1 Exactly! We are already being *spied* on with online activities, like shopping, googling, etc. I a… https://t.co/U4HoMe2KqB" FALSE 1 "ExPurplePotato1" 2021-10-03 15:44:26 TRUE "1444651548533985286" "1444689808459276297" "1309249942519721991" "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "LindaKayak7" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:44:16 FALSE NA "1444689769439498241" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "ApichayaTecha" 2556 TRUE FALSE NA NA
"Online shopping allows you to compare prices, uncover discounts, and save money from anywhere you have access to th… https://t.co/jFymNt6I4T" FALSE 0 NA 2021-10-03 15:44:10 TRUE NA "1444689745032978432" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "eZ_verif" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:44:07 FALSE NA "1444689729950076928" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "ServPluto" 2556 TRUE FALSE NA NA
"RT @RDavid55688217: Visit https://t.co/prOTPOKrjA to learn more about software, technology, new &amp; bestselling books, business opportunities…" FALSE 0 NA 2021-10-03 15:44:05 FALSE NA "1444689721498681348" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "RoMemoria" 120 TRUE FALSE NA NA
"Guess I’ll online shopping today" FALSE 0 NA 2021-10-03 15:44:01 FALSE NA "1444689704683819012" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Maiyabizness" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:43:38 FALSE NA "1444689608256761862" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "CrybabyDiabetic" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:43:28 FALSE NA "1444689566036676618" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "turtleaster" 2556 TRUE FALSE NA NA
"https://t.co/lpzlz9F5Jt

QUICK HEAL TOTAL SECURITY 1 PC 1 YEAR

Quick Heal Total Security gives ransomware protecti… https://t.co/vhpxczxq3R" FALSE 0 NA 2021-10-03 15:43:13 TRUE NA "1444689503415721991" NA "<a href=\"https://dashboard.godaddy.com\" rel=\"nofollow\">GoDaddy Social App</a>" "promptlonavala" 0 FALSE FALSE NA NA
"<U+2757>90% OFF <U+0001F525> ***USE CODE:  N8EGCR5F
<U+0001F60E> Did you snag this deal ?
<U+0001F31F><U+0001F31F><U+0001F31F> SHOP DEALS <U+0001F449> https://t.co/g7GjuLq2QC
DEAL MIGHT EX… https://t.co/BYD9l6OBTm" FALSE 1 NA 2021-10-03 15:43:00 TRUE NA "1444689451645558786" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "PerfectGoods2" 0 FALSE FALSE NA NA
"RT @GenshinUpdate: You can now pre-order the Genshin Impact online concert gift box!

<U+0001F5D3> Duration: October 4 12:00 – October 30 23:59 (UTC+8…" FALSE 0 NA 2021-10-03 15:42:58 FALSE NA "1444689442359308290" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "MarilynnFriss_" 10 TRUE FALSE NA NA
"#NowHiring #DELIVERY #DRIVER!! Enterprise Logistics LLC -- an Amazon DSP! #Transportation &amp; #Warehousing… https://t.co/ad2IWa0nz7" FALSE 0 NA 2021-10-03 15:42:54 TRUE NA "1444689424168669200" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "GeeboAds" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:42:28 FALSE NA "1444689315703889920" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "ziipiiel" 2556 TRUE FALSE NA NA
"I love shopping online for clothes, but only from places that I'm familiar with their sizing. 
Brendon Urie https://t.co/qk1Sd5Lhjf" FALSE 0 NA 2021-10-03 15:42:27 FALSE NA "1444689309735473156" NA "<a href=\"https://socialrabbitplugin.com/\" rel=\"nofollow\">SocialRabbit Plugin</a>" "lux_martz" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:42:26 FALSE NA "1444689305016758272" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Mimicha_me" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:42:19 FALSE NA "1444689276122419202" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Panaa98" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:42:14 FALSE NA "1444689256069300233" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "tauficls" 2556 TRUE FALSE NA NA
"RT @WSJ: Rising rates of depression and anxiety in wealthy countries like the U.S. may be a result of our brains getting hooked on dopamine…" FALSE 0 NA 2021-10-03 15:42:05 FALSE NA "1444689219595743236" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "UFGoonerAJ" 411 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:42:00 FALSE NA "1444689199836262413" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "B1tchH0e_2" 2556 TRUE FALSE NA NA
"RT @WSJ: CVS, Home Depot, Ulta and Target all have something in common. They’re struggling to keep up with organized crime rings stealing f…" FALSE 0 NA 2021-10-03 15:42:00 FALSE NA "1444689196849975299" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "GG43245258" 6601 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:41:58 FALSE NA "1444689190545854469" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Kokomishubby" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:41:49 FALSE NA "1444689150276374529" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "gayforbeidouu" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:41:43 FALSE NA "1444689128818348044" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "RealCraftCry" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:41:41 FALSE NA "1444689118080823296" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "iasilverstone" 2556 TRUE FALSE NA NA
"RT @RDavid55688217: Visit https://t.co/prOTPOKrjA to learn more about software, technology, new &amp; bestselling books, business opportunities…" FALSE 0 NA 2021-10-03 15:41:34 FALSE NA "1444689088011984897" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "morales_ej" 120 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:41:19 FALSE NA "1444689025269329923" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "melteddewdrops" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:41:16 FALSE NA "1444689014825443336" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "cdnkgr" 2556 TRUE FALSE NA NA
"RT @GenshinUpdate: You can now pre-order the Genshin Impact online concert gift box!

<U+0001F5D3> Duration: October 4 12:00 – October 30 23:59 (UTC+8…" FALSE 0 NA 2021-10-03 15:40:59 FALSE NA "1444688942800859141" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "lastst4rdust" 10 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:40:40 FALSE NA "1444688864178704387" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "roynoto" 2556 TRUE FALSE NA NA
